name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,ADD,DEL,CADD,CDEL,bugs
org.apache.synapse.config.xml.InMediatorFactory,4,3,0,5,9,4,0,5,3,0.6666667,30,1,0,0.6,0.6666667,0,0,6.25,-,-,-,-,-,-,0
org.apache.synapse.config.xml.ValidateMediatorSerializer,6,3,0,14,35,13,0,14,3,0.8666667,142,0.33333334,0,0.6923077,0.4,1,2,22.166666,-,-,-,-,-,-,0
org.apache.synapse.config.SynapseConfigurationBuilder,6,1,0,10,28,9,1,9,3,0.8,113,0.5,0,0,0.33333334,0,0,17.5,-,-,-,-,-,-,0
org.apache.synapse.config.xml.OMElementUtils,5,1,0,16,24,8,9,7,3,0.875,103,0.5,0,0,0.35,0,0,19.2,-,-,-,-,-,-,0
org.apache.synapse.mediators.transform.FaultMediator,27,2,0,29,92,213,2,27,18,0.88736266,596,0.71428573,0,0.19354838,0.19615385,0,0,20.555555,-,-,-,-,-,-,2
org.apache.synapse.config.xml.endpoints.WSDLEndpointSerializer,6,1,0,15,39,7,1,14,3,0.8,335,0.6666667,0,0,0.32,0,0,54.333332,-,-,-,-,-,-,0
org.apache.synapse.config.xml.HeaderMediatorSerializer,6,2,0,12,34,13,0,12,3,0.8666667,190,0.33333334,0,0.6,0.4,1,2,30.166666,-,-,-,-,-,-,0
org.apache.synapse.config.xml.MediatorPropertyFactory,4,1,0,13,31,4,4,9,2,0.8333333,185,0.5,0,0,0.33333334,0,0,44.75,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.FailoverEndpointFactory,9,1,0,10,33,28,1,10,3,0.8333333,144,0.6666667,1,0,0.23214285,0,0,14.666667,-,-,-,-,-,-,0
org.apache.synapse.config.xml.SynapseMediatorFactory,4,3,0,5,9,4,0,5,3,0.6666667,30,1,0,0.6,0.6666667,0,0,6.25,-,-,-,-,-,-,0
org.apache.synapse.endpoints.dispatch.Dispatcher,4,1,0,8,4,6,6,2,4,2,4,0,0,0,0.6666667,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.registry.url.SimpleURLRegistry,12,2,0,10,67,52,0,10,8,0.8484849,589,0.6666667,0,0.375,0.36363637,2,4,47.833332,-,-,-,-,-,-,0
org.apache.synapse.config.xml.MediatorSerializer,2,1,0,7,2,1,5,2,2,2,2,0,0,0,0.6666667,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.endpoints.algorithms.RoundRobin,3,1,0,6,7,0,3,3,3,0.25,76,1,0,0,0.5555556,0,0,23.666666,-,-,-,-,-,-,0
org.apache.synapse.config.xml.HeaderMediatorFactory,5,2,0,12,39,6,0,12,3,0.8333333,224,0.6666667,0,0.25,0.41666666,0,0,43.2,-,-,-,-,-,-,0
org.apache.synapse.registry.Registry,8,1,0,10,8,28,7,3,8,2,8,0,0,0,0.4375,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.LoadbalanceEndpointSerializer,2,1,0,14,16,0,1,14,2,0,102,1,0,0,0.75,0,0,49.5,-,-,-,-,-,-,0
org.apache.synapse.config.xml.ValidateMediatorFactory,7,3,0,13,35,7,0,13,3,0.8095238,203,0.85714287,0,0.375,0.41666666,1,1,27,-,-,-,-,-,-,0
org.apache.synapse.config.xml.AbstractMediatorFactory,2,1,11,15,8,1,11,4,1,2,36,0,0,0,0.6666667,0,0,17,-,-,-,-,-,-,0
org.apache.synapse.mediators.base.SequenceMediator,17,3,0,23,54,76,10,13,14,0.8680556,377,0.8888889,0,0.4827586,0.3,3,3,20.647058,-,-,-,-,-,-,0
org.apache.synapse.config.xml.XMLConfigurationSerializer,8,1,0,21,44,24,0,21,2,0.8857143,243,0.8,0,0,0.26190478,0,0,28.75,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.AddressEndpointFactory,9,1,0,11,58,28,1,10,4,0.75,465,0.6666667,1,0,0.25,0,0,50.333332,-,-,-,-,-,-,1
org.apache.synapse.statistics.impl.SequenceStatisticsStack$SequenceStatistics,4,1,0,1,8,0,1,1,3,0.8333333,65,0.33333334,1,0,0.32142857,1,1,13.75,-,-,-,-,-,-,0
org.apache.synapse.core.axis2.SynapseDispatcher,6,3,0,10,20,13,0,10,4,1.04,72,0.8,0,0.75,0.4,2,3,10.166667,-,-,-,-,-,-,0
org.apache.synapse.config.xml.FilterMediatorSerializer,6,3,0,12,31,13,0,12,3,0.8666667,141,0.33333334,0,0.6923077,0.4,1,2,22,-,-,-,-,-,-,0
org.apache.synapse.endpoints.algorithms.LoadbalanceAlgorithm,2,1,0,10,2,1,8,2,2,2,2,0,0,0,0.75,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.config.xml.ProxyServiceSerializer,5,1,0,17,61,6,1,16,2,0.75,522,0.8,0,0,0.3125,0,0,102.4,-,-,-,-,-,-,0
org.apache.synapse.config.xml.SwitchMediatorSerializer,6,2,0,15,35,13,0,15,3,0.8666667,173,0.33333334,0,0.6,0.4,1,2,27.333334,-,-,-,-,-,-,0
org.apache.synapse.config.xml.XMLConfigurationBuilder,13,1,0,25,79,66,1,24,4,0.6666667,438,0.5,0,0,0.25,0,0,32.53846,-,-,-,-,-,-,0
org.apache.synapse.config.xml.LogMediatorSerializer,6,2,0,11,27,13,0,11,3,0.8666667,130,0.33333334,0,0.6,0.4,1,2,20.166666,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.EndpointAbstractFactory,2,1,0,14,14,1,7,10,2,2,91,0,0,0,0.5,0,0,44.5,-,-,-,-,-,-,0
org.apache.synapse.config.xml.FaultMediatorFactory,5,2,0,11,41,6,0,11,3,0.84615386,423,0.9230769,0,0.25,0.41666666,0,0,81,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.SALoadbalanceEndpointSerializer,5,1,0,20,29,6,1,20,2,0.75,193,0.6666667,0,0,0.5,0,0,37,-,-,-,-,-,-,0
org.apache.synapse.mediators.builtin.LogMediator,18,2,0,13,60,65,3,10,9,0.9037433,454,0.45454547,0,0.27272728,0.25210086,0,0,23.61111,-,-,-,-,-,-,0
org.apache.synapse.mediators.builtin.ValidateMediator$MyErrorHandler,8,2,0,2,9,2,1,2,6,0.52380955,52,1,1,0.73913044,0.375,0,0,5.125,-,-,-,-,-,-,0
org.apache.synapse.metrics.Constants,2,1,0,2,3,1,2,0,1,1,12,0,0,0,1,0,0,4,-,-,-,-,-,-,0
org.apache.synapse.config.xml.ClassMediatorFactory,5,2,0,9,28,6,0,9,3,0.8333333,106,0.6666667,0,0.25,0.41666666,0,0,19.6,-,-,-,-,-,-,0
org.apache.synapse.config.xml.SequenceMediatorFactory,6,3,0,10,24,11,1,9,4,0.8666667,206,0.6666667,0,0.42857143,0.46666667,1,1,32.833332,-,-,-,-,-,-,0
org.apache.synapse.core.axis2.Axis2MessageContext,60,1,0,45,147,490,17,29,56,0.89830506,867,0.90909094,2,0,0.1039548,0,0,13.266666,-,-,-,-,-,-,1
org.apache.synapse.MessageContext,47,1,0,56,47,1081,51,9,47,2,47,0,0,0,0.13926499,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.config.xml.RMSequenceMediatorSerializer,6,2,0,12,30,13,0,12,3,0.8666667,167,0.33333334,0,0.6,0.4,1,2,26.333334,-,-,-,-,-,-,0
org.apache.synapse.statistics.StatisticsHolder,9,1,0,2,12,22,1,1,9,0.8125,75,1,2,0,0.2888889,0,0,6.888889,-,-,-,-,-,-,0
org.apache.synapse.config.xml.PropertyMediatorSerializer,6,2,0,12,30,13,0,12,3,0.8666667,161,0.33333334,0,0.6,0.4,1,2,25.333334,-,-,-,-,-,-,0
org.apache.synapse.config.xml.SendMediatorSerializer,6,2,0,13,24,13,0,13,3,0.8666667,98,0.33333334,0,0.6,0.4,1,2,14.833333,-,-,-,-,-,-,0
org.apache.synapse.endpoints.SALoadbalanceEndpoint,19,1,0,16,50,105,4,12,15,0.8703704,279,0.8888889,3,0,0.22222222,0,0,13.210526,-,-,-,-,-,-,0
org.apache.synapse.SynapseServer,6,1,0,8,47,13,0,8,3,0.8,257,0.5,0,0,0.2,0,0,41.5,-,-,-,-,-,-,1
org.apache.synapse.config.xml.endpoints.LoadbalanceEndpointFactory,9,1,0,13,39,28,1,13,3,0.8333333,171,0.6666667,1,0,0.23214285,0,0,17.666666,-,-,-,-,-,-,0
org.apache.synapse.config.xml.EntrySerializer,5,1,0,13,26,6,1,12,2,0.75,145,0.8,0,0,0.3125,0,0,27,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.AddressEndpointSerializer,6,1,0,15,38,7,1,14,3,0.73333335,336,0.6666667,0,0,0.35,0,0,54.5,-,-,-,-,-,-,1
org.apache.synapse.mediators.builtin.PropertyMediator,15,2,0,10,44,47,2,8,12,0.8857143,479,0.7,0,0.31578946,0.3,0,0,30.266666,-,-,-,-,-,-,1
org.apache.synapse.endpoints.FailoverEndpoint,10,1,0,7,22,11,3,4,10,0.62222224,169,1,2,0,0.31666666,0,0,15.4,-,-,-,-,-,-,0
org.apache.synapse.core.axis2.AnonymousServiceFactory,6,1,0,15,32,9,1,14,2,1,230,0.7777778,1,0,0.32,0,0,35.833332,-,-,-,-,-,-,0
org.apache.synapse.mediators.ListMediator,6,1,0,11,6,15,10,1,6,2,6,0,0,0,0.45833334,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.config.xml.MediatorFactory,2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.75,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.endpoints.IndirectEndpoint,13,1,0,9,32,30,3,6,10,0.8333333,197,0.85714287,2,0,0.36666667,0,0,13.615385,-,-,-,-,-,-,0
org.apache.synapse.mediators.MediatorProperty,9,1,0,9,12,26,6,3,8,0.9285714,70,0.42857143,0,0,0.375,0,0,6,-,-,-,-,-,-,0
org.apache.synapse.registry.AbstractRegistry,8,1,1,10,41,20,1,9,5,0.85714287,220,0.6666667,0,0,0.35714287,0,0,26.125,-,-,-,-,-,-,0
org.apache.synapse.registry.RegistryEntry,8,1,0,4,8,28,4,0,8,2,8,0,0,0,1,0,0,0,-,-,-,-,-,-,0
org.apache.synapse.core.axis2.Axis2Sender,6,1,0,20,37,13,1,19,3,0.7,123,0.5,0,0,0.28,0,0,19.166666,-,-,-,-,-,-,0
org.apache.synapse.endpoints.dispatch.SoapSessionDispatcher,5,1,0,8,18,0,2,6,5,0.25,143,1,0,0,0.6,0,0,27.4,-,-,-,-,-,-,0
org.apache.synapse.config.xml.AbstractMediatorSerializer,8,1,11,25,35,20,11,14,4,0.6857143,183,0.8,0,0,0.33333334,0,0,21.25,-,-,-,-,-,-,0
org.apache.synapse.config.xml.SendMediatorFactory,5,2,0,10,18,8,0,10,3,0.9166667,81,0.6666667,0,0.25,0.41666666,0,0,14.6,-,-,-,-,-,-,0
org.apache.synapse.config.xml.endpoints.utils.WSDL20EndpointBuilder,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,-,-,-,-,-,-,0
org.apache.synapse.core.axis2.SynapseModule,9,1,0,24,61,30,0,24,6,0.9375,274,0.75,0,0,0.26785713,0,0,29,-,-,-,-,-,-,0
org.apache.synapse.statistics.Statistics,7,1,0,1,8,0,1,0,7,0.7222222,104,1,0,0,0.42857143,0,0,13,-,-,-,-,-,-,0
org.apache.synapse.config.xml.AbstractListMediatorFactory,4,2,7,15,21,4,7,8,1,0.8333333,71,0.5,0,0.33333334,0.33333334,0,0,16.25,-,-,-,-,-,-,0
